"580026","PW-TM_n","Q Condo Sukumvit 6","0294PW5801","บริษัท ฤทธา จำกัด",0,""
"580027","PW-TM_n","Park Riverdale","0159PW5801","บริษัท ริเวอร์เดล กอล์ฟ แอนด์ คันทรี่ คลับ จำกัด",0,""
"580028","PW-TM_n","The Nova Luxx","0119PW5801","บริษัท พราวเวส จำกัด",0,""
"580029","PCP-TM_n","นวมินทร์ เฟส 1","0294CP5801","บริษัท ฤทธา จำกัด",0,""
"580030","PCP-TM_n","Golden Neo อ่อนนุช พระราม 9 บ้านแฝด 2 ชั้น","0151CP5801","บริษัท ยูไนเต็ด โฮมส์ จำกัด",0,""
"580031","PCP-TM_n","ไซโลเก็บข้าว สยามอินดิก้า (เพิ่มเติม 6 ลูก)","0193CP5801","บริษัท สยามอินดิก้า จำกัด",0,""
"580032","PCP-TM_n","Merry Rice","0344CP5801","บริษัท เมอร์รี่ไรซ์แลนด์ จำกัด",0,""
"580033","PCP-TM_n","โกลเด้น วิลเลจ อ่อนนุช - พัฒนาการ","0151CP5801","บริษัท ยูไนเต็ด โฮมส์ จำกัด",0,""
"580034","PCP-TM_n","เสนาปาร์ค วิลล์ รามอินทรา กม.19 เฟส - 1 (สะพานข้ามคลองคอตัน)","0205CP5701","บริษัท เสนาดีเวลลอปเมนท์ จำกัด (มหาชน)",0,""
"580035","PCP-TM_n","สมไทยเปเปอร์","0235CP5801","บริษัท เอฟ ซี ไอ อินเตอร์เนชั่นแนล จำกัด",0,""
"580036","PCP-TM_n","โกลเด้น วิลเลจ บางนา - อ่อนนุช (กิ่งแก้ว 2)","0016CP5801","บริษัท โกลเด้น แลนด์ เรสซิเด้นซ์ จำกัด",0,""
"580037","PCP-TM_n","Medic Pharma New Facilities (ลานจอดรถและ Tower Crane)","0294CP5801","บริษัท ฤทธา จำกัด",0,""
"580038","PCP-TM_n","เดอะ แกรนด์ บางนา-วงแหวน","0008CP5801","บริษัท กรุงเทพบ้านและที่ดิน จำกัด (มหาชน)",0,""
"580039","PCP-TM_n","Top Image","0235CP5801","บริษัท เอฟ ซี ไอ อินเตอร์เนชั่นแนล จำกัด",0,""
"580040","PCP-TM_n","The Plant Resort พระราม 5 - กาญจนาภิเษก (PS-035)","0121CP5801","บริษัท พฤกษา เรียลเอสเตท จำกัด (มหาชน)",0,""
"580041","PCP-TM_n","บ้านพฤกษา 105 ฉลองกรุง - สุวินทวงค์ (PK-105)","0121CP5801","บริษัท พฤกษา เรียลเอสเตท จำกัด (มหาชน)",0,""
"580042","PCP-TM_n","ฝอจี้เตี้ยน 2","0235CP5801","บริษัท เอฟ ซี ไอ อินเตอร์เนชั่นแนล จำกัด",0,""
"580043","PCP-TM_n","พฤกษาวิลล์ 66/2 (PKV-066/2)","0121CP5801","บริษัท พฤกษา เรียลเอสเตท จำกัด (มหาชน)",0,""
"580044","PCP-TM_n","บ้านพฤกษา 82 (PK-082)","0121CP5801","บริษัท พฤกษา เรียลเอสเตท จำกัด (มหาชน)",0,""
"580045","PCP-TM_n","เดอะแกลเลอรี่&เนเชอร่าเทรนด์ (ลำลูกกา คลอง 5)","0121CP5801","บริษัท พฤกษา เรียลเอสเตท จำกัด (มหาชน)",0,""
"580046","PCP-TM_n","พฤกษาวิลล์ 84 พหลโยธิน - รังสิต (PKV-084)","0116CP5801","บริษัท พนาลี เอสเตท จำกัด",0,""
"580047","PCP-TM_n","ปรับปรุงขยาย กปภ.บ้านนา","0297CP5801","บริษัท แมคทริค จำกัด (มหาชน)",0,""
"580048","PT-TM_n","Grand Phooe sien Condo(Ngapali Construction Co.,Ltd)","0003PT5801","สถานที่  พฤกษา 38",0,""
"580049","PT-TM_n","Saradang one condo","0294PT5801","บริษัท ฤทธา จำกัด",0,""
"580050","GRC-TM_n","รถไฟฟ้าสายสีแดง(บางซื่อ-รังสิต)","0150GRC5801","บริษัท ยูนิค เอ็นจิเนียริ่ง แอนด์ คอนสตรัคชั่น จำกัด (มหาชน)",3,""
"580051","PW-TM_n","Unio จรัญ3","0248PW5801","บริษัท เฮลิกซ์ จำกัด",0,""
